,ID,Name,Address,Rating,OpeningHour,PhoneNum,Parking,Amenities,Description,TotalCheckins,PowerLevel,NumofStation,ChargeType
103,134563,Blossom Plaza,"900 N Broadway, Los Angeles, CA 90012, USA",8.8,Open 24/7,Parking: Pay,,"Restrooms, Dining, Shopping, EV Parking, Lodging, Park",Entrance on College by rail station,60,7 kW,10,J-1772
104,13460,The Muller Company - 5120,"5120 W. Goldleaf Circle, Los Angeles, CA, 90056",7.4,Open 24/7,Parking: Free,,Dining,,7,,3,J-1772
105,13462,Occidental College,"1600 Campus Rd., Los Angeles, CA, 90041",7.8,Open 24/7,Parking: Free,+1 323-259-2511,"Shopping, WiFi, EV Parking, Restrooms, Dining","The chargers are located under the solar array in the Upper Campus Parking Lot across from the Lower Soccer Field, off Coons Rd. Typically open 24/7 when classes are in session. During summer/winter breaks, access may be limited. No parking permits needed for this lot. Three Blink Level 2 240V stations. Solar powered.",59,,2,J-1772
106,135029,Chatsworth Amtrak Station,"10040 Old Depot Plaza Rd, Chatsworth, CA 91311",4,Open 24/7,Parking: Free,+1 866-816-7584,"Dining, EV Parking, Restrooms, Shopping",Three GE charging stations J1772,30,6 kW,3,J-1772
107,135925,Los Angeles Police Department: Harbor Station,"2175 John S Gibson Blvd, San Pedro, CA 90731, United States",8,Open 24/7 - 4-hour parking,Parking: Free,+1 855-900-7584,"EV Parking, Restrooms","Three Greenlots Level 2 charging stations (2 Evocharge, 1 Siemens) at parking spots inside entrance just to the left. 
",36,7 kW,3,J-1772
108,136018,Universal Studios Hollywood - Curious George Parking Garage,"Universal Studios Hollywood, Universal City Complex, Universal City, CA 91608, United States",,Open 24/7,,,"Restrooms, Dining, Shopping, Park, EV Parking",Located on Level 1 near elevators,1,,1,J-1772
109,136369,Culver City Westfield - Target,"6000 Sepulveda Blvd, Culver City, CA 90230",8.2,Open 24/7,Parking: Free,,"Shopping, EV Parking, Restrooms, Dining, Grocery","Enter parking from Fox Hills Drive. Six charging stations are located to the left of Target entrance, or Gold's Gym on the fourth level. Map marker location is precise.",27,,3,J-1772
110,136662,Los Angeles Convention Center (South Hall),"Los Angeles Convention Center, Convention Center Dr, Los Angeles, CA 90015, United States",6.6,5:30am-9pm; pay lot,Parking: Pay,+1 213-741-1151,"Shopping, Lodging, Restrooms, Dining, EV Parking","Three chargers plus three ADA chargers in South Hall. On right wall after entering garage. R18 is the location.
",23,,6,J-1772
111,136715,Cedros & Dickens Parking Garage,"14591 Dickens St, Sherman Oaks, CA 91403",10,,Parking: Pay,,"Restrooms, EV Parking, Dining, Shopping",6 free Siemens chargers,26,7 kW,8,J-1772
112,137017,Northridge Hospital Medical Center,"18300 Roscoe Blvd, Northridge, CA 91325",5.6,Open 24/7,Parking: Free,+1 888-758-4389,"WiFi, EV Parking, Restrooms, Dining, Shopping",Northridge Hospital Medical Center East Parking Lot. Six stations located on the top floor. PARKING IS NOT FREE.,5,,3,J-1772
113,138679,Olympic Community Police Station,"1130 S Vermont Ave, Los Angeles, CA 90006",10,Open 24/7,Parking: Free,,"EV Parking, Dining, WiFi, Restrooms, Shopping, Grocery",Two Siemens chargers located in the police parking lot off of 11th/Vermont. Four-hour limit. Chargers are at the far end corner of the lot.,86,7 kW,2,J-1772
114,138808,Bristol Farms,"9039 Beverly Blvd, West Hollywood, CA 90048",4.8,Open 24/7,Parking: Free,+1 877-494-3833,"Lodging, Grocery, EV Parking, Restrooms, Dining, Shopping",EVgo Fast charger is located near the entrance and in the back of parking lot along Beverly Blvd.,452,14.4 - 50 kW,3,"CCS/SAE, CHAdeMO, J-1772"
115,139931,Foothill Blvd. Parking/Charging,"13640 Foothill Blvd, Sylmar, CA 91342, USA",,Open 24/7,Parking: Free,,"Dining, Restrooms, EV Parking, Shopping",This is a Greenlots charging station that's strapped to the light pole. The location is in front of the fitness center. Curbside charging station (street spot).,8,7 kW,1,J-1772
116,140125,LADOT Parking Lot 731,"2108 Pacific Ave, Venice, CA 90291",10,,Parking: Pay,,"Park, Dining, Restrooms, Shopping, Lodging, EV Parking, WiFi","Enter parking from westbound North Venice Blvd. Two EV charging stations inside the parking lot, $20 parking; $5 when no attendant on duty.",19,7 kW,6,J-1772
117,14027,Universal Studios Hollywood Valet,"100 Universal City Plaza, Los Angeles, CA 90068",8.8,Open 24/7,Parking: Pay,,"Valet Parking, Dining, Restrooms, EV Parking, Park, Shopping",Enter through the Jurassic Park Gate. Stations are next to the valet stand that you can use if you valet your car at the main entrance. Both stations are free.,58,,2,"Tesla, J-1772"
118,140369,Lankershim Blvd Parking/Charging,"6514 Lankershim Blvd, North Hollywood, CA 91606, USA",5.2,,Parking: Free,+1 213-847-1828,"Shopping, Dining, Restrooms, EV Parking",,11,7 kW,1,J-1772
119,14037,Steveston Community Centre,"4111 Moncton St, Richmond, BC V7E 3A8",6.2,,Parking: Free,,,Close to community centre door access. 2x6.6 kW charger (30A @ 200V). 2x plug in 110V. 2-hr limit.,214,,1,J-1772
120,142347,Valley Plaza Library,"12311 Vanowen St, North Hollywood, CA 91605, USA",7.9,,Parking: Free,,"Dining, Restrooms, EV Parking, Park, Shopping, WiFi",Facility parking lot is locked on Sundays. Chargers are for library patrons only. No app needed,41,7 kW,5,J-1772
121,143061,Joe's Parking,"530 S Spring St, Los Angeles, CA 90013, USA",4.6,,Parking: Pay,,"Park, Shopping, Restrooms, Lodging, Dining, EV Parking",Four chargers adjacent to the P2 elevator. no parking restriction signs in place to reserve the spots for EVs so they are usually blocked by non EV cars.,15,,4,J-1772
122,143076,North Hollywood Police,"11640 Burbank Blvd, North Hollywood, CA 91601, USA",10,Open 24/7,Parking: Free,,"WiFi, Lodging, Restrooms, Shopping, Dining, EV Parking","Greenlots ID: 142032 & 142033
",135,7 kW,4,J-1772
123,143121,Vineland Ave Parking/Charging,"6335 Vineland Ave, North Hollywood, CA 91606, USA",6.9,,Parking: Free,+1 213-847-1828,"Dining, Restrooms, EV Parking, Shopping, WiFi","The charger is located curb-side, southbound.",4,7 kW,1,J-1772
124,1433,Nissan of Mission Hills,"11000 Sepulveda Blvd, Mission Hills CA 91345",8.6,Business hours: 9 a.m. - 9 p.m. daily,Parking: Free,+1 818-838-4444,"Dining, Restrooms, EV Parking, Shopping, Park","No fast charger here.Two EVSEs: dual-Level 2 J1772 AeroVironment, no card needed.",77,,2,J-1772
125,143428,San Fernando Public Parking Lot 4,"911 Truman St, San Fernando, CA 91340",10,Open 24/7 - Public area,Parking: Free,,"Dining, Restrooms, WiFi, Shopping, EV Parking","This PlugShare charging location is now available to the public. The parking spots have been marked with EV only parking. Charger located in rear San Fernando Plaza parking lot near Firestone Autocare facing San Fernando Rd. ** Other amenities: City Hall, library, and police station is nearby as well. The metrolink station is near cross streets of Truman / Hubbard.",20,,1,J-1772
126,143599,Aiso Street Parking Garage,"101 Judge John Aiso St, Los Angeles, CA 90012",7.2,Closes at 2 AM,Parking: Pay,,"Restrooms, EV Parking, Dining, Shopping, Lodging, Park","A press the button along the wall if you are stuck inside to open the gate to exit. When paying in the parking paystation, make sure your credit card's black stripe is facing up. If not, the card can not be read. In addition, parking paystation, near the stairs, doesn't accept coins.",80,7 kW,6,J-1772
127,143749,National Notary Association,"9350 De Soto Ave, Chatsworth, CA 91311",8,,Parking: Free,,"Dining, Restrooms, EV Parking, Shopping",Four ChargePoint 7.2kwh (account required). Chargers under the Solar roof.,63,,2,J-1772
128,143902,San Fernando Public Parking Lot 5,"1120 Truman St, San Fernando, CA 91340, USA",10,Open 24/7,Parking: Free,,"Dining, Restrooms, Shopping, WiFi, EV Parking","This PlugShare charging location is now available to the public. The parking spots have been marked with EV only parking with a new EV only sign. Located in the lot next to A&TT center and Wingstop, off San Fernando Rd, across the street from Starbucks. *** suggestion: go an enjoy what the city has to offer, good food, great people, and a lot to explore.",19,,1,J-1772
129,144407,Silver Lake Branch Library,"2411 Glendale Blvd, Los Angeles, CA 90039, USA",6.4,"10a-8p (M, W), 12-8p (Tu, Th), 9:30a-5:30p (F-Sa). Closed Sundays and holidays.",Parking: Free,+1 323-913-7451,"Restrooms, EV Parking, WiFi","Library patrons only - only open during library hours, they lock the gate as soon as the library closes. There is now a 4hr limit to charge",124,7 kW,6,J-1772
130,144408,Hollenbeck Community Police Station,"2111 E 1st St, Los Angeles, CA 90033",7.9,Open 24/7,Parking: Free,,"Dining, Restrooms, EV Parking, Park, WiFi, Shopping, Grocery","Greenlots IDs:
",89,7 kW,2,J-1772
131,144434,Chatsworth St Parking/Charging,"16730 Chatsworth St, Granada Hills, CA 91344",7.4,,Parking: Free,,"Restrooms, EV Parking, Park",On lamppost in south side of street,9,7 kW,2,J-1772
132,144541,Kaiser Permanente Parkview,"1030 Pacific Coast Hwy, Harbor City, CA 90710, USA",8.2,,Parking: Free,,"EV Parking, Restrooms, Dining, Park, Shopping, Grocery",Chargers are located in the Vermont/PCH parking structure. Garage P6 Level 1.,12,7.2 kW,10,J-1772
133,144542,Kaiser Permanente Normandie South,"25 South Vermont Ave, Harbor City, CA 90710",8,,Parking: Free,,"Grocery, Shopping, Park, EV Parking, Restrooms, Dining",Chargers are located in the parking structure at Vermont and Normandie. Garage P1 Level 1.,23,7.2 kW,10,J-1772
134,144760,800 Wilshire,"800 Wilshire Blvd, Los Angeles, CA 90017",,,Parking: Pay,,"Dining, Valet Parking, EV Parking, Lodging, Shopping, Restrooms","Valet parking only, two Leviton Level 2; On P1 level across from valet stand; parking entry off Flower St.",1,,2,J-1772
135,144883,City of San Fernando Public Parking Lot 8,"962–974 Celis St San Fernando, CA 91340 United States",,Open 24/7 - Public parking - free parking.,Parking: Pay,,"Dining, Shopping, Grocery, Restrooms, EV Parking","This PlugShare charging location is now available to the public. The parking spots have been marked with EV only parking with a new EV only sign. One dual ChargePoint charging unit. Located in the public parking lot off of celis street across from Fiesta Furniture, right next to the handicapped parking spot. ** Suggestion: go an enjoy what the city has to offer, good food, great people, and a lot things to do around the city",2,,1,J-1772
136,144884,Bank of America Financial Center,"120 S Brand Blvd, San Fernando, CA 91340",9,Open 24/7,Parking: Pay,,"Dining, Shopping, Park, EV Parking, Restrooms","This PlugShare charging location is now available to the public. The parking spots have been marked with EV only parking with a new EV only sign. One dual ChargePoint charging station. The station is on the second floor of the parking lot attached to the Bank of America. Suggestion: go an enjoy what the city has to offer, good food, great people, and a lot things to do around the city.",7,,1,J-1772
137,145091,Metro Expo/Sepulveda Station,"11295 Exposition Blvd, Los Angeles, CA 90064",1.4,Open 24/7,Parking: Pay,+1 866-816-7584,"Dining, Restrooms, Shopping, EV Parking","Inside Metro parking structure next to USPS. 
",19,6 kW,1,J-1772
138,145986,Universal City Nissan,"3550 Cahuenga Blvd W, Los Angeles, CA 90068",8.6,Open 24/7,Parking: Free,,"Dining, Restrooms, EV Parking, Shopping","Three Level 2 chargers at this dealership: two side-by-side with the DCQC, and a third inside the garage (drive past the outside stations, turn left into it).",31,44 kW,2,"CHAdeMO, J-1772"
139,146371,Foothill Blvd Parking/Charging,"7796 Foothill Blvd, Tujunga, CA 91042, USA",9.3,Open 24/7,Parking: Free,,"Grocery, Shopping, Park, EV Parking, Restrooms, Dining",ChargePoint Street Charging,17,,1,J-1772
140,146382,Roscoe Blvd Parking/Charging,"20152 Roscoe Blvd, Winnetka, CA 91306, USA",7,"Open 24/7 - 9:00 a.m - 4:00 p.m.; 7:00 p.m - 7:00 a.m. Monday - Friday. Tow outside of those hrs. 
",Parking: Free,+1 855-900-7584,"Dining, Grocery, Shopping, Restrooms","Street side Greenlots EVSE mounted on light pole next to curb, going eastbound. In front of Jasmine Thai cuisine; across the street from Jons. 
",4,7 kW,1,J-1772
141,146546,Glen Alla Park,"4601 Alla Rd, Marina Del Rey, CA 90292",7.2,Open 24/7 - 24/7,Parking: Pay,,"Lodging, Dining, Grocery, Shopping, EV Parking, Restrooms, Park",,8,7.2 kW,4,J-1772
142,14735,AON Center,"707 Wilshire Blvd, Los Angeles, CA 90017, USA",,Parking garage closed on weekends,Parking: Pay,,"Restrooms, Shopping, Lodging, Dining, EV Parking",Charging available on level 1 of the parking garage.,1,,3,J-1772
143,14916,UCLA - Parking Lot 1,"701 Gayley Ave, Los Angeles, CA 90024",6.8,Open 24/7,Parking: Pay,,"Park, Shopping, EV Parking, Restrooms, Dining","Employee Entrance:
",79,,43,"Wall, J-1772"
144,149856,DWP Crenshaw Payment Center,"4030 Crenshaw Blvd, Los Angeles, CA 90008",4.9,8 am to 8 pm Daily. Overnight parking prohibited,Parking: Free,+1 213-367-5228,"Restrooms, EV Parking, Dining, Shopping","Four hour limit for Level 2 (J-1772) chargers. 30 minute limit on others.
",225,50 kW,16,"CHAdeMO, CCS/SAE, J-1772"
145,15105,Fox Plaza,"2121 Avenue of the Stars , Los Angeles, California, 90067",7.9,Open 24/7 - 24/7,Parking: Free,,"WiFi, Shopping, Restrooms, Dining, EV Parking",Stations are on P5 of parking structure across from the Motor Court,12,,6,J-1772
146,151584,Mission Road Parking/Charging,"3540 N Mission Rd, Los Angeles, CA 90031, USA",4.7,Open 24/7,Parking: Free,+1 213-847-1828,"EV Parking, Restrooms, Park",,12,7 kW,1,J-1772
147,151805,Trader Joe’s,"7316 Santa Monica Blvd, West Hollywood, CA 90046",,Open 24/7 - Not open 24/7. Closed at 10:40pm on a Saturday.,Parking: Pay,+1 310-405-4482,"Restrooms, Dining, EV Parking, Shopping",Four Level 2 stations in first floor of retail parking,5,,2,J-1772
148,1526,LAX Airport - Lot 1 Outside,"1 World Way Lot 1, Los angeles CA 90045",10,Open 24/7 - 24/7,Parking: Pay,+1 888-758-4389,"Restrooms, Shopping, WiFi, EV Parking, Dining","16 Clipper Creek J1772 Level 2 charging stations - ALSO functioning, two J1773 SPI (small paddle induction) charging stations. Enter on Arrivals level (ground floor), slight left to go straight down aisle and go left towards exit. Outside parking, no shelter.",162,,16,J-1772
149,15262,LADWP John Ferraro Building,"111 N Hope St Los Angeles, CA 90012",5,Weekdays: 7 a.m. - 5 p.m.; Not available weekends & holidays,Parking: Free,+1 213-367-5228,"Shopping, EV Parking, Restrooms, Park, Dining","Enter from Hope Street across from the Mark Taper Forum, at gate 6, ask the guard for charger directions or turn left into the garage, they're on your right. Also, there are several level 2 chargers near back right edge of the lot as you enter. CHAdeMO and CS-40 - ClipperCreek - Level 2. One wall has public stations - wall closest to Hope street is for employees only. 30 minute free parking while using the quick charger, and the security guard monitors. Must stay with car even while waiting and charging. Last entry into lot is at 5:00 PM. https://chargehub.com/en/full-details-page.html?locId=51518 shows live DCFC status.",631,50 kW,14,"CCS/SAE, CHAdeMO, J-1772"
150,152818,Northridge Train Station,"8799 Wilbur Ave, Northridge, CA 91324, USA",2.8,Open 24/7,Parking: Free,+1 866-816-7584,"EV Parking, Restrooms",Four Level 2 EVconnect chargers (application must be installed on phone),18,6 kW,4,J-1772
151,15294,Los Angeles Convention Center (West Hall),"1200 LA Live Way ( Cherry St.), Los Angeles, CA, 90015",6.9,5:30 AM to 9 PM; pay lot,Parking: Pay,+1 213-741-1151,"Restrooms, Dining, EV Parking, Shopping, Park","Enter from Cherry St. (LA Live Way) north of W. Pico Blvd. Chargers are between S18 and R18 (Orange section). Four chargers plus three ADA chargers in West Hall.
",136,,7,J-1772
152,15312,Van Nuys Fly Away,"7610 Woodley Ave, Van Nuys, CA 91406, USA",6.9,Open 24/7 - 24/7,Parking: Pay,+1 818-994-5554,"Shopping, Restrooms, Grocery","Paid parking fees. See image for rates. The charging stations are located in parking section 1C, street level. Free Clipper Creek chargers.",40,,10,J-1772
153,15375,Trident Center,"11355 W Olympic Blvd, Los Angeles, California, 90064",9,Open 24/7 - 24/7,Parking: Pay,,,"Security guard states parking is for tenants only. Enter from Purdue Ave. ChargePoint network fees apply. Parking costs $2/hr. for first four hrs., then $5/hr. Free parking on weekends and w/validation on weekdays. Weekday parking is $2 each 20 min up to $12 max.",29,,2,J-1772
154,153934,Power Pole ,"1417 W 24th St, Los Angeles, CA 90007, USA",4.1,Open 24/7,Parking: Free,+1 213-367-5228,"EV Parking, Restrooms, Shopping, Dining","Report parking violations to LADOT @ 818-374-4823.
",29,,1,J-1772
155,155126,9171 Wilshire,"9171 Wilshire Blvd, Beverly Hills, CA 90210",,"8am-7pm, 7 days per week",Parking: Pay,+1 323-651-5588,"Restrooms, EV Parking",Charging is located on the upper level of the parking structure.,0,,1,J-1772
156,15551,Gone Rancho Cienega Recreation Center,"5001 Rodeo Rd, Los Angeles, CA, 90016",4.7,Mon. - Fri.: 9 a.m. - 10 p.m.; Sat. - Sun.: 9 a.m. - 5:30 p.m.,Parking: Free,+1 323-290-2663,"Dining, Restrooms, Park, Shopping","NO LONGER / TEMPORARILY UNAVAILABLE DUE TO CONSTRUCTION
",173,,2,J-1772
157,155646,Cos Bar,"13050 San Vicente Blvd, Los Angeles, CA 90049",9,Open 24/7,Parking: Free,+1 866-816-7584,"Shopping, Grocery, EV Parking, Restrooms, Dining",On the corner. You can miss it if you’re driving too quickly.,4,,1,J-1772
158,156391,Montrose Hotel,"900 Hammond St, West Hollywood, CA 90069, USA",,,Parking: Pay,,"Restrooms, Lodging, EV Parking, Shopping, Dining",,0,,1,Tesla
159,156466,200 Corporate Pointe,"200 Corporate Pointe Walk, Culver City, CA 90230, USA",9,,Parking: Free,,"WiFi, Dining, Restrooms, EV Parking, Shopping",,6,,2,J-1772
